Date,Service,Departure station,Arrival station,Average journey time,Number of scheduled trains,Number of cancelled trains,Cancellation comments,Number of trains delayed at departure,Average delay of late trains at departure,Average delay of all trains at departure,Departure delay comments,Number of trains delayed at arrival,Average delay of late trains at arrival,Average delay of all trains at arrival,Arrival delay comments,Number of trains delayed > 15min,Average delay of trains > 15min (if competing with flights),Number of trains delayed > 30min,Number of trains delayed > 60min,Pct delay due to external causes,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to rolling stock,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)",Year,Month,Delay category,Rate Cancel train,Rate delay train,Go to Paris
2018-01-01,NATIONAL,PARIS LYON,TOULON,239.0,221.0,2.0,,27.0,13.03888889,1.269254186,,30.0,41.18388889,7.635159817,"Extinction du Tableau de Commande Optique (TCO) sur LGV, au niveau de Mâcon.",30.0,7.635159817,18.0,4.0,39.286,35.71428571,7.142857143,10.71428571,3.571428571,3.571428571,2018,January,Minimum delay,0.904977375565611,13.574660633484163,False
2018-01-01,INTERNATIONAL,MARSEILLE ST CHARLES,MADRID,464.0,15.0,0.0,,1.0,13.96666667,1.165555556,,3.0,28.0,3.2,,3.0,3.2,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2018,January,Minimum delay,0.0,20.0,False
2018-02-01,NATIONAL,PARIS MONTPARNASSE,QUIMPER,221.0,237.0,11.0,,50.0,19.69066667,4.01120944,,49.0,51.06122449,12.84513274,-,49.0,12.78854626,28.0,11.0,46.93877551,26.53061224,12.24489796,12.24489796,2.040816327,0.0,2018,February,Minimum delay,4.641350210970464,20.675105485232066,False
2018-02-01,NATIONAL,PARIS MONTPARNASSE,RENNES,98.0,547.0,32.0,,117.0,18.19316239,3.889644013,,156.0,34.35,11.62252427,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",88.0,11.55521236,48.0,24.0,52.0,21.6,11.2,12.8,1.6,0.8,2018,February,Minimum delay,5.850091407678245,28.519195612431442,False
2018-02-01,NATIONAL,QUIMPER,PARIS MONTPARNASSE,222.0,220.0,7.0,-,18.0,9.388888889,0.79342723,,44.0,49.8719697,13.12488263,,44.0,13.12488263,19.0,11.0,55.55555556,27.77777778,8.333333333,5.555555556,2.777777778,0.0,2018,February,Minimum delay,3.1818181818181817,20.0,True
2018-02-01,NATIONAL,RENNES,LYON PART DIEU,234.0,83.0,0.0,,36.0,6.746296296,2.914056225,,16.0,60.34895833,12.41646586,NC,16.0,12.41646586,14.0,3.0,50.0,18.75,12.5,18.75,0.0,0.0,2018,February,Minimum delay,0.0,19.27710843373494,False
2018-02-01,NATIONAL,TOURS,PARIS MONTPARNASSE,75.0,177.0,10.0,,22.0,5.658333333,0.809281437,,53.0,25.25251572,8.877744511,,25.0,8.877744511,14.0,6.0,66.66666667,13.33333333,10.0,3.333333333,6.666666667,0.0,2018,February,Minimum delay,5.649717514124294,29.943502824858758,True
2018-02-01,NATIONAL,NANCY,PARIS EST,93.0,276.0,3.0,,67.0,9.402487562,4.04,,57.0,23.80263158,6.326923077,"01/02 : 2531? Malaise voyageur (5’)
02/02 : 2543? Pb agent escale à CGV (10’)
04/02 : 2580? Raccord avec 2514 plus long que prévu (6’)
05/02 : 2537? Rame immobilisée à Jarville en attente de restitution d'une protection du personnel (14’) + 2596? LTV neige (5’) + erreur affichage en gare de Nancy (11’)
12/02 : 2531? BM isolé (5’) + 2596? Attente ASCT (6’) + 2535? Csq pb de pantographe sur 2803 (11’)
13/02 : 2541? Erreur affichage en gare de Nancy (5’) + 2596? Décontrôle aiguille (10’) + 2531? Pb fermeture des portes (25’)
14/02 : 2596? Décontrôle aiguille (5’)
16/02 : 2531? LTV train balai (5’) + Csq alerte radio TER (17’)+ 2578? Pb réception voie 4 à PE (5’) 
17/02 : 2537? Csq accident de personne (5’)
18/02 : 2533? LTV neige (5’)
19/02 : Csq accident de personne? 2578 (24’), 2551 (6’), 2543 (73’), 2541 (166’)
20/02 : 2578? faute de conduite (7’) + 2535? Zone en non libération (13’) + 2531? Franchissement signal fermé (10’)
22/02 : 2541? Attente TER (12’) + 2547? Fontis Sarrebourg (5’)
23/02 : 2547? Csq signal d’alarme (5’) + 2596? VL 170 (5’)
27/02 : 2596? Csq pb de porte (51’)
28/02 : 2596? Csq rail cassé non libération de zone (84’)",36.0,6.326923077,13.0,5.0,64.1509434,9.433962264,16.98113208,7.547169811,1.886792453,0.0,2018,February,Minimum delay,1.0869565217391304,20.652173913043477,True
2018-02-01,NATIONAL,PARIS EST,METZ,84.0,275.0,8.0,,66.0,13.19823232,3.21329588,,64.0,23.0171875,5.581835206,"04/02 : 2843? Pb installations et prise en charge PMR à MZ (12’)
10/02 : Descente tardive TEE ? 2831 (50’) et 2815 (23’)
12/02 : + 2803 et 2809? Pb pantographe  sur 2803 et csq (5’ et 6’)
13/02 : 2617? Descente tardive (12’)
14/02 : 2833? Retard autre réseau (5’) + 2803? Attente ADC  et agent départ (5’)
15/02 : 2809? Pb frein au départ (17’) + 2635? LTV 40 (5’)
16/02 : Csq alerte radio TER? 2809 (25’), 2803 (16’), 2815 (6’) + 2815? Retard autre réseau (15’) + 2817? Descente tardive (37’)
17/02 : Descente tardive? 2803 (6’), 2831 (5’)
19/02 : 2833? Csq accident de personne (74’)+ 2839 (23’) + 2815? défaut technique (19’) +2803? intervention police (5’)
20/02 :2839? Problème fermeture porte (7’)
22/02 : 2833? ERTMS (10’), 2839? Retard autre réseau (5’) + 2803? Redus conducteur de partir (10’) + 2815? Zones en non libération (6’)
23/02 : 2815? Descente tardive (23’) + 2803? Csq accident de personne (8’)
24/02 : 2803? Descente tardive (9’)
26/02 : 2601? Descente tardive (5’)
27/02 : 2815?Double défaut BTM (20’)
28/02 : 2815? Difficulté de réception (7’) + 2803? défaut technique (5’)",41.0,5.581835206,14.0,4.0,63.79310345,1.724137931,6.896551724,24.13793103,3.448275862,0.0,2018,February,Minimum delay,2.909090909090909,23.272727272727273,False
2018-02-01,NATIONAL,DUNKERQUE,PARIS NORD,116.0,228.0,5.0,,16.0,5.8125,0.419431988,Non communiqué,37.0,28.46486486,6.785127055,,23.0,6.785127055,9.0,4.0,56.25,12.5,12.5,12.5,3.125,3.125,2018,February,Minimum delay,2.1929824561403506,16.228070175438596,True
2018-02-01,NATIONAL,LYON PART DIEU,LILLE,192.0,265.0,2.0,,208.0,10.98573718,8.77103929,Non communiqué,85.0,34.69823529,13.42636248,"Intempéries exceptionnelles vécues lors de la deuxième semaine, et d’autre part suite à la forte tension du parc Matériel qui perdure.En effet, les mauvaises conditions climatiques survenues tôt dans le mois  ont occasionné une situation de blocage, avec de multiples dérangements d’installations de sécurité. En ce qui concerne Réseau, il s’agit d’une répartition entre les dérangements d’installations de sécurité(rails cassés, incidents passages à niveau, incidents caténaires, le domaine Externe (heurts d’animaux) et les travaux (limitation de vitesse et espacements suite travaux de régénération).",84.0,13.42636248,42.0,6.0,45.33333333,18.66666667,18.66666667,14.66666667,1.333333333,1.333333333,2018,February,Minimum delay,0.7547169811320755,32.075471698113205,False
2018-02-01,NATIONAL,MARSEILLE ST CHARLES,LILLE,309.0,167.0,2.0,,37.0,9.29954955,2.058484848,,50.0,35.56533333,12.93,"Intempéries exceptionnelles vécues lors de la deuxième semaine, et d’autre part suite à la forte tension du parc Matériel qui perdure.En effet, les mauvaises conditions climatiques survenues tôt dans le mois  ont occasionné une situation de blocage, avec de multiples dérangements d’installations de sécurité. En ce qui concerne Réseau, il s’agit d’une répartition entre les dérangements d’installations de sécurité(rails cassés, incidents passages à niveau, incidents caténaires, le domaine Externe (heurts d’animaux) et les travaux (limitation de vitesse et espacements suite travaux de régénération).",50.0,12.93,25.0,4.0,44.0,26.0,20.0,8.0,0.0,2.0,2018,February,Minimum delay,1.1976047904191618,29.94011976047904,False
2018-02-01,NATIONAL,PARIS VAUGIRARD,BORDEAUX ST JEAN,164.0,54.0,1.0,,10.0,30.16166667,5.247798742,,11.0,49.21363636,10.19308176,,10.0,10.19308176,8.0,3.0,50.0,0.0,0.0,40.0,0.0,10.0,2018,February,Minimum delay,1.8518518518518516,20.37037037037037,False
2018-02-01,NATIONAL,RENNES,PARIS VAUGIRARD,111.0,27.0,0.0,,6.0,7.333333333,1.62962963,,5.0,60.14666667,12.80432099,,5.0,12.80432099,3.0,3.0,50.0,25.0,25.0,0.0,0.0,0.0,2018,February,Minimum delay,0.0,18.51851851851852,True
2018-02-01,NATIONAL,AIX EN PROVENCE TGV,PARIS LYON,188.0,356.0,0.0,,143.0,7.292307692,2.998501873,,40.0,33.83583333,5.652808989,,40.0,5.652808989,18.0,3.0,40.0,37.5,2.5,17.5,2.5,0.0,2018,February,Minimum delay,0.0,11.235955056179774,True
2018-02-01,NATIONAL,PARIS LYON,MULHOUSE VILLE,168.0,262.0,2.0,,38.0,12.59298246,1.547820513,,27.0,27.67716049,4.155641026,,16.0,4.155641026,5.0,2.0,23.07692308,11.53846154,34.61538462,30.76923077,0.0,0.0,2018,February,Minimum delay,0.7633587786259541,10.305343511450381,False
2018-02-01,INTERNATIONAL,LAUSANNE,PARIS LYON,220.0,128.0,0.0,,105.0,3.964444444,3.317317708,,11.0,47.39848485,4.809895833,,11.0,4.809895833,6.0,4.0,36.36363636,27.27272727,18.18181818,9.090909091,9.090909091,0.0,2018,February,Minimum delay,0.0,8.59375,True
2018-02-01,INTERNATIONAL,PARIS EST,STUTTGART,187.0,137.0,3.0,,50.0,14.66033333,5.526741294,,38.0,36.17192982,13.2960199,,38.0,13.2960199,16.0,3.0,50.0,0.0,11.11111111,30.55555556,8.333333333,0.0,2018,February,Minimum delay,2.18978102189781,27.73722627737226,False
2018-02-01,NATIONAL,PARIS MONTPARNASSE,LE MANS,55.0,401.0,14.0,,75.0,17.59622222,3.190999139,,95.0,34.43421053,8.832687339,,51.0,8.787275064,26.0,12.0,68.75,13.75,10.0,5.0,2.5,0.0,2018,February,Minimum delay,3.4912718204488775,23.690773067331673,False
2018-02-01,NATIONAL,PARIS MONTPARNASSE,NANTES,124.0,465.0,22.0,,89.0,17.60655431,3.29635064,,89.0,47.98483146,18.82,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",80.0,10.81963883,49.0,15.0,63.52941176,14.11764706,9.411764706,9.411764706,3.529411765,0.0,2018,February,Low delay,4.731182795698925,19.13978494623656,False
2018-02-01,NATIONAL,PARIS MONTPARNASSE,POITIERS,93.0,459.0,16.0,,91.0,19.37747253,3.708164033,,103.0,38.98300971,11.08886381,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",78.0,11.08886381,48.0,19.0,52.38095238,15.47619048,14.28571429,13.0952381,3.571428571,1.19047619,2018,February,Minimum delay,3.485838779956427,22.440087145969496,False
2018-02-01,NATIONAL,PARIS MONTPARNASSE,TOURS,72.0,171.0,12.0,,29.0,36.31896552,6.301572327,,53.0,38.93018868,14.03322851,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",30.0,14.03322851,22.0,8.0,60.52631579,15.78947368,13.15789474,7.894736842,0.0,2.631578947,2018,February,Minimum delay,7.017543859649122,30.994152046783626,False
2018-02-01,NATIONAL,METZ,PARIS EST,85.0,275.0,2.0,,124.0,9.513709677,4.350976801,Non communiqué,113.0,19.01386431,8.521001221,,45.0,8.521001221,28.0,2.0,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667,2018,February,Minimum delay,0.7272727272727273,41.090909090909086,True
2018-02-01,NATIONAL,NANTES,STRASBOURG,303.0,36.0,0.0,,15.0,4.414444444,2.000462963,,9.0,61.69814815,16.51990741,,9.0,16.51990741,5.0,2.0,66.66666667,11.11111111,22.22222222,0.0,0.0,0.0,2018,February,Low delay,0.0,25.0,False
2018-02-01,NATIONAL,PARIS EST,NANCY,94.0,268.0,4.0,,70.0,13.82428571,3.643055556,,38.0,25.52280702,6.342866162,,44.0,6.342866162,16.0,4.0,61.29032258,0.0,9.677419355,25.80645161,3.225806452,0.0,2018,February,Minimum delay,1.4925373134328357,14.17910447761194,False
2018-02-01,NATIONAL,LILLE,LYON PART DIEU,189.0,279.0,4.0,,142.0,8.862441315,4.635212121,,44.0,32.95681818,6.876848485,Non communiqué,42.0,6.876848485,14.0,4.0,39.47368421,15.78947368,15.78947368,23.68421053,5.263157895,0.0,2018,February,Minimum delay,1.4336917562724014,15.770609318996415,False
2018-02-01,NATIONAL,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.0,188.0,0.0,,16.0,11.89895833,0.609929078,,43.0,14.46976744,4.270478723,Demi ferrure sur aiguille cassée entre Vert de Maison et Alforville.,15.0,4.270478723,3.0,1.0,33.33333333,12.5,33.33333333,12.5,8.33,0.0,2018,February,Minimum delay,0.0,22.872340425531913,False
2018-02-01,NATIONAL,PARIS LYON,MACON LOCHE,95.0,205.0,0.0,,32.0,13.15208333,1.866260163,,30.0,23.73166667,4.487235772,,21.0,4.487235772,6.0,0.0,18.51851852,11.11111111,25.92592593,37.03703704,3.703703704,3.703703704,2018,February,Minimum delay,0.0,14.634146341463413,False
2018-02-01,NATIONAL,PARIS LYON,TOULON,239.0,200.0,5.0,,25.0,19.396,2.175042735,,42.0,35.63611111,12.39162393,"Un zone rouge intermittente, vers Cluny.",42.0,12.39162393,16.0,3.0,25.64102564,23.07692308,33.33333333,12.82051282,2.564102564,2.564102564,2018,February,Minimum delay,2.5,21.0,False
2018-02-01,NATIONAL,TOULON,PARIS LYON,241.0,247.0,2.0,,90.0,7.988518519,3.096054422,,33.0,34.42272727,5.748027211,,33.0,5.748027211,16.0,2.0,30.3030303,39.39393939,15.15151515,15.15151515,0.0,0.0,2018,February,Minimum delay,0.8097165991902834,13.360323886639677,True
2018-02-01,INTERNATIONAL,ITALIE,PARIS LYON,603.07,85.0,0.0,,75.0,4.386666667,3.911764706,,23.0,24.13768116,8.891568627,,23.0,8.891568627,4.0,0.0,8.695652174,26.08695652,56.52173913,8.695652174,0.0,0.0,2018,February,Minimum delay,0.0,27.058823529411764,True
2018-02-01,INTERNATIONAL,PARIS EST,FRANCFORT,226.0,120.0,3.0,,26.0,16.44551282,3.665669516,,33.0,39.91414141,15.23504274,,33.0,22.12,17.0,6.0,50.0,6.25,18.75,18.75,3.125,3.125,2018,February,Low delay,2.5,27.500000000000004,False
2018-02-01,INTERNATIONAL,PARIS LYON,BARCELONA,387.0,56.0,0.0,,10.0,18.60666667,2.999702381,,12.0,43.58333333,11.5,,12.0,11.5,6.0,2.0,33.33333333,16.66666667,33.33333333,16.66666667,0.0,0.0,2018,February,Minimum delay,0.0,21.428571428571427,False
2018-02-01,NATIONAL,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140.0,824.0,62.0,,306.0,11.63300654,4.654418198,,199.0,41.85938023,12.86675416,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",162.0,12.86675416,86.0,36.0,51.78571429,19.64285714,10.71428571,10.71428571,4.761904762,2.380952381,2018,February,Minimum delay,7.524271844660194,24.150485436893206,True
2018-02-01,NATIONAL,BREST,PARIS MONTPARNASSE,227.0,252.0,8.0,,10.0,17.8,0.729508197,,51.0,49.8996732,13.35362022,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",51.0,13.2450542,24.0,15.0,63.63636364,20.45454545,4.545454545,9.090909091,2.272727273,0.0,2018,February,Minimum delay,3.1746031746031744,20.238095238095237,True
2018-02-01,NATIONAL,NANTES,PARIS MONTPARNASSE,128.0,470.0,15.0,-,151.0,9.731015453,3.16985348,,118.0,41.24632768,12.66564103,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",89.0,12.66564103,52.0,24.0,53.21100917,23.85321101,11.9266055,5.504587156,2.752293578,2.752293578,2018,February,Minimum delay,3.1914893617021276,25.106382978723403,True
2018-02-01,NATIONAL,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.0,351.0,13.0,,57.0,20.36111111,3.147682446,,70.0,45.05380952,10.66686391,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",49.0,10.66686391,31.0,15.0,68.25396825,15.87301587,3.174603175,7.936507937,4.761904762,0.0,2018,February,Minimum delay,3.7037037037037033,19.943019943019944,False
